id,funding_check,funding_check_oi,paper_set
journal.pclm.0000431,NA,"Additionally, ensuring that public health research is more robustly funded is an ethical requirement, particularly because the burdens of climate change fall disproportionality along the social determinants of health (SDH) [11].",../_papers/plos_climate.rds
journal.pclm.0000070,NA,"The scientific community is ready to make these changes but, for now, its members are unable to implement them individually without running the risk of being negatively impacted owing to the way the research sector operates (promotion of mobility in career assessments, project-by-project funding, competition, etc.).",../_papers/plos_climate.rds
journal.pclm.0000073,NA,"Public benefit funds do not mandate a cap on carbon emissions, or even an absolute increase in renewable energy, focusing only on funding input efforts (energy efficiency improvements, renewable energy research) rather than on measuring or ensuring output.

Public benefit funds do not mandate a cap on carbon emissions, or even an absolute increase in renewable energy, focusing only on funding input efforts (energy efficiency improvements, renewable energy research) rather than on measuring or ensuring output.",../_papers/plos_climate.rds
journal.pclm.0000165,NA,"Scholarships that have been made available to Ukrainian scientists as well as international and national funding schemes are supporting cooperation with Ukrainian researchers and research organizations to help them reach the net-zero climate goals. For example, Cluster 5: Climate, Energy and Mobility received 274 million euros of research funding in 2021 and 2022.",../_papers/plos_climate.rds
journal.pclm.0000356,NA,"These appeared to be largely skewed towards the English speaking countries and in particular the United States and United Kingdom, underpinning the urgency of diversifying research funding and fostering an open data culture.",../_papers/plos_climate.rds
journal.pclm.0000398,NA,"It was started with funding from Global Water Futures (GWF), a Canada First Research Excellence Fund program (2017–2025).

It was started with funding from Global Water Futures (GWF), a Canada First Research Excellence Fund program (2017–2025).",../_papers/plos_climate.rds
journal.pclm.0000484,NA,"Developing localised temperature thresholds for different Indian cities [66] is key and requires dedicated research and funding.

Against the backdrop of the growing scale and dynamic nature of current and projected heat risk in Indian cities, we find that current heat management governance structures, institutional capacities, and funding, are somewhat stuck in relief-oriented and incremental preparedness measures, thereby missing an opportunity for transformational adaptation.",../_papers/plos_climate.rds
journal.pclm.0000500,NA,"Therefore, as a recommendation for future research, a deeper analysis that incorporate institutional factors such as support policies, funding, infrastructure, organizational membership, extension services and training influence that influence the magnitude of climate change impact is required.

Some farmers in Thulamela receive financial support from the government in the form of social grants.

Some farmers in Thulamela receive financial support from the government in the form of social grants.",../_papers/plos_climate.rds
journal.pclm.0000656,NA,"For example, researchers conducted semi-structured interviews with seven local health departments, identifying that funding for specific programs and adequate staffing are essential needs for their staff to engage communities in disaster preparedness [47].

For example, researchers conducted semi-structured interviews with seven local health departments, identifying that funding for specific programs and adequate staffing are essential needs for their staff to engage communities in disaster preparedness [47].",../_papers/plos_climate.rds
journal.pclm.0000656,NA,"Past research has demonstrated that MTW provides PHAs with an avenue to gain flexibility in funding structures, allowing PHAs to customize their programs based on local priorities [65,87]. Further research is necessary to understand the full scope of MTW utilization as a flexible funding mechanism for PHAs, including in DRM.

Yet without appropriate funding and resource provision, qualitative research has shown that PHAs struggle to meet the recommended guidelines [37].",../_papers/plos_climate.rds
journal.pclm.0000076,NA,"These points are supported by research suggesting that, in direct democracy, voters generally act according to their material interests [48].

While this plan would address the regressivity of any carbon tax, it would not provide funding for green projects and technology.",../_papers/plos_climate.rds
journal.pclm.0000222,NA,"The fact that the German committee seemingly define the issues in a narrow way is further supported by the result that individual university researchers have a negative coefficient.

The fact that the German committee seemingly define the issues in a narrow way is further supported by the result that individual university researchers have a negative coefficient.",../_papers/plos_climate.rds
journal.pclm.0000356,NA,"For example, the EU education and training sector focus on green education <https://education.ec.europa.eu/focus-topics/green-education> [21] the Office of Climate Education, under the auspices of UNESCO [22]; or initiatives like the GLOBE (Global Learning and Observations to Benefit the Environment) Program, supported by US governmental agencies, which gives students and the public the opportunity to contribute to observations, research and analysis of global environmental data [23].",../_papers/plos_climate.rds
journal.pclm.0000406,NA,"Within this contract, HTRIP was supported by HAS’s departments that provided car maintenance and fueling, accounting services, administrative services, and a library to conduct research and hold large meetings.

Within this contract, HTRIP was supported by HAS’s departments that provided car maintenance and fueling, accounting services, administrative services, and a library to conduct research and hold large meetings.",../_papers/plos_climate.rds
journal.pclm.0000527,NA,"This recommendation is supported by research demonstrating the positive impact of women’s leadership on environmental outcomes [64].

This recommendation is supported by research demonstrating the positive impact of women’s leadership on environmental outcomes [64].",../_papers/plos_climate.rds
journal.pclm.0000350,NA,"Cranberry growers in Massachusetts enjoy robust support from a variety of research institutes, equipped with the latest knowledge in fields like chemistry, plant biology, and hydrology.

Cranberry growers in Massachusetts enjoy robust support from a variety of research institutes, equipped with the latest knowledge in fields like chemistry, plant biology, and hydrology.

Cranberry growers in Massachusetts enjoy robust support from a variety of research institutes, equipped with the latest knowledge in fields like chemistry, plant biology, and hydrology.",../_papers/plos_climate.rds
journal.pclm.0000486,NA,"The manager of the location, with support from the research team, communicated with the custodial staff about the WasteFinders and the objectives of our research project.

The manager of the location, with support from the research team, communicated with the custodial staff about the WasteFinders and the objectives of our research project.",../_papers/plos_climate.rds
journal.pclm.0000516,NA,One particularly illuminating example of RAFT’s application includes its use in Old Dominion University’s (ODU) collaboration on Maritime Autonomous Surface Vessels (Hydrone project) supported by the RAFT program and the Commonwealth Center for Recurrent Coastal Flooding (CCRFR) [68].,../_papers/plos_climate.rds
journal.pclm.0000246,NA,This paper examines how national-level funding vehicles mobilize finance from international sources.,../_papers/plos_climate.rds
journal.pclm.0000697,NA,"The identity of the project beneficiaries depended largely on the requirements of the project funders and the type of project.

The identity of the project beneficiaries depended largely on the requirements of the project funders and the type of project.

The identity of the project beneficiaries depended largely on the requirements of the project funders and the type of project.

Practitioners from large multilateral funded projects (15 projects), especially, emphasised the importance of engaging government at various subnational levels (e.g., district/county) from the start.

Practitioners from large multilateral funded projects (15 projects), especially, emphasised the importance of engaging government at various subnational levels (e.g., district/county) from the start.

Practitioners from large multilateral funded projects (15 projects), especially, emphasised the importance of engaging government at various subnational levels (e.g., district/county) from the start.

Due to the timing of the project, both the COVID pandemic and resultant funding cuts precluded our original plan to interview community beneficiaries in the field.",../_papers/plos_climate.rds
journal.pclm.0000206,NA,"Donor funded restoration projects often struggle to sustain restoration efforts over time, we argue that highlighting health and well-being outcomes, alongside benefits to the ecosystem, can improve project sustainability by increasing uptake and sustained adoption.",../_papers/plos_climate.rds
journal.pclm.0000676,NA,"The EU-funded SchoolFood4Change (SF4C) project exemplifies a comprehensive and multidisciplinary triple approach, including food procurement, healthy and sustainable school menus and a whole-school lens, to transform school food systems.",../_papers/plos_climate.rds
journal.pclm.0000204,NA,"While funding initiatives that support climate change adaptation projects are available, such as The Africa Climate Change Fund, The Adaptation Fund, The Green Climate Fund, the African Development Bank and the Global Center on Adaptation, and the Development Bank of Southern Africa, further financing to facilitate the implementation of basic services and essential infrastructures in line with countries’ national development plans (especially public health components) is also required.

While funding initiatives that support climate change adaptation projects are available, such as The Africa Climate Change Fund, The Adaptation Fund, The Green Climate Fund, the African Development Bank and the Global Center on Adaptation, and the Development Bank of Southern Africa, further financing to facilitate the implementation of basic services and essential infrastructures in line with countries’ national development plans (especially public health components) is also required.",../_papers/plos_climate.rds
journal.pclm.0000246,NA,"For recipient states, the primary benefit lies in obtaining funding to implement projects, and improving coordination by corralling donors to support the host country’s preferred policies and reducing the fragmented approach to tackling climate change.

For recipient states, the primary benefit lies in obtaining funding to implement projects, and improving coordination by corralling donors to support the host country’s preferred policies and reducing the fragmented approach to tackling climate change.",../_papers/plos_climate.rds
journal.pclm.0000317,NA,"While costs associated with salt marsh restoration projects (such as culvert widening or the removal of tidal restrictions) are highly variable and dependent on location, a helpful frame of reference can be found in a March 2024 grant opportunity offered by the Massachusetts Division of Ecological Restoration’s Department of Fish and Game [36], which provided grant funding ranging between $25,000 - $400,000 per project to replace aging culverts.",../_papers/plos_climate.rds
journal.pclm.0000317,NA,"While costs associated with salt marsh restoration projects (such as culvert widening or the removal of tidal restrictions) are highly variable and dependent on location, a helpful frame of reference can be found in a March 2024 grant opportunity offered by the Massachusetts Division of Ecological Restoration’s Department of Fish and Game [36], which provided grant funding ranging between $25,000 - $400,000 per project to replace aging culverts.",../_papers/plos_climate.rds
journal.pclm.0000516,NA,"They also highlighted the importance of considering multiple funding sources for resilience projects and planning for storm events’ consequences, such as flooding, storm surge, and compound flooding.

They also highlighted the importance of considering multiple funding sources for resilience projects and planning for storm events’ consequences, such as flooding, storm surge, and compound flooding.

They also highlighted the importance of considering multiple funding sources for resilience projects and planning for storm events’ consequences, such as flooding, storm surge, and compound flooding.",../_papers/plos_climate.rds
journal.pclm.0000283,NA,"The projections are supported by the effects of recent spikes in global temperatures, which have caused huge areas of permafrost to thaw.

The projections are supported by the effects of recent spikes in global temperatures, which have caused huge areas of permafrost to thaw.",../_papers/plos_climate.rds
journal.pctr.0010018,NA,"This observation is supported by findings from the MuSa Study [21].

This observation is supported by findings from the MuSa Study [21].",../_papers/plos_clinical_trials.rds
journal.pctr.0010034,NA,"This conclusion is supported by the observation that the rates of increase in vaccine-induced antibody responses to the 3D7 alleles of MSP-142 and MSP-119, as measured by the slopes of the regression lines fitted using data from day 0, 74, and 90, were not different between the two study sites (data not shown).

This conclusion is supported by the observation that the rates of increase in vaccine-induced antibody responses to the 3D7 alleles of MSP-142 and MSP-119, as measured by the slopes of the regression lines fitted using data from day 0, 74, and 90, were not different between the two study sites (data not shown).",../_papers/plos_clinical_trials.rds
journal.pctr.0010031,NA,"The new model of publication might require similar policing systems, especially for non-industry-funded studies, and such systems would require considerable resources.

Funders, researchers, and readers increasingly demand access to clinical trial results for free, yet producing peer-reviewed journals is a costly business [24].

I urge funders, especially non-commercial ones such as the Wellcome Trust, Medical Research Council (in the UK), and National Institutes for Health (in the US), to rise to this challenge. We also need to consider the best funding models for such systems that would optimize access to findings without creating barriers to non-commercially funded research.

This may be a barrier for unfunded research and projects from the developing world.",../_papers/plos_clinical_trials.rds
journal.pctr.0010031,NA,"The new model of publication might require similar policing systems, especially for non-industry-funded studies, and such systems would require considerable resources.

Funders, researchers, and readers increasingly demand access to clinical trial results for free, yet producing peer-reviewed journals is a costly business [24].

Funders, researchers, and readers increasingly demand access to clinical trial results for free, yet producing peer-reviewed journals is a costly business [24].

I urge funders, especially non-commercial ones such as the Wellcome Trust, Medical Research Council (in the UK), and National Institutes for Health (in the US), to rise to this challenge. We also need to consider the best funding models for such systems that would optimize access to findings without creating barriers to non-commercially funded research.

This may be a barrier for unfunded research and projects from the developing world.",../_papers/plos_clinical_trials.rds
journal.pctr.0010017,NA,"This is supported by studies that indicate an increased effect site concentration after fast injection.

This is supported by studies that indicate an increased effect site concentration after fast injection.",../_papers/plos_clinical_trials.rds
journal.pctr.0010028,NA,"Our results are supported by studies among symptomatic, nonpregnant persons in areas of different malaria endemicity.

Our results are supported by studies among symptomatic, nonpregnant persons in areas of different malaria endemicity.",../_papers/plos_clinical_trials.rds
journal.pctr.0010029,NA,"The safety result was also supported by the findings of the current trial, conducted in young Kenyan children, but a 5-fold lower immune response was found compared to previous studies.",../_papers/plos_clinical_trials.rds
journal.pctr.0010032,NA,"In human subjects, the candidacy of MSP-142 as a potentially efficacious malaria vaccine is further supported by epidemiologic studies demonstrating that antibodies to the relatively conserved domains are associated with a diminution of P falciparum disease severity [9,17] and by the finding that the majority of antibodies active in growth inhibition in sera from endemic areas are p19 specific [18].",../_papers/plos_clinical_trials.rds
journal.pctr.0020013,NA,"In addition, the efficacy of ZDV is supported by anecdotal and observational studies [5,6], as well as evidence of significant declines in the concentrations of cerebrospinal fluid (CSF) immune activation markers such as β-2 microglobulin and quinolinic acid, both of which are closely correlated with the severity of ADC and its response to therapy [7,8].",../_papers/plos_clinical_trials.rds
journal.pctr.0020017,NA,"This latter association was demonstrated by some studies [20,32,33] and supported by the finding of elevated resistin secretion from macrophages infiltrating atherosclerotic arterial walls [34].

This latter association was demonstrated by some studies [20,32,33] and supported by the finding of elevated resistin secretion from macrophages infiltrating atherosclerotic arterial walls [34].",../_papers/plos_clinical_trials.rds
journal.pctr.0010001,NA,The recent abrupt flattening of NIH appropriations [23] makes commercial funding ever more attractive to researchers and may tempt academic institutions to stretch—or ignore—their policies to appear more accommodating to industry sponsors.,../_papers/plos_clinical_trials.rds
journal.pctr.0010006,NA,"By publishing individual clinical trials ad hoc, the medical journals provide a mechanism that can be subverted by funding bodies and researchers with an interest in getting particular trial results.",../_papers/plos_clinical_trials.rds
journal.pctr.0010009,NA,"Yet researchers, funding agencies, ethics committees, medical journals, and governmental regulators all neglect proper consideration of external validity.",../_papers/plos_clinical_trials.rds
journal.pctr.0020018,NA,"Chan et al. [7] compared published articles with protocols for 48 randomized trials approved for funding by the Canadian Institutes of Health Research in 1990–1998, and reported that primary endpoints differed between protocols and publications in 40% of the trials.

Chan et al. [7] compared published articles with protocols for 48 randomized trials approved for funding by the Canadian Institutes of Health Research in 1990–1998, and reported that primary endpoints differed between protocols and publications in 40% of the trials.",../_papers/plos_clinical_trials.rds
journal.pctr.0010021,NA,"If the finding is supported by further research, then a solution to the problems of high cost and limited availability of albumin will need to be found.",../_papers/plos_clinical_trials.rds
journal.pctr.0010027,NA,"In this trial, supported by the European Space Agency, a group of researchers aimed to further understand the effects of physical inactivity on the way that fat from the diet is metabolized (i.e., broken down to generate energy). 18 healthy male volunteers were randomized into two groups, both of whom underwent 90 days of bed rest, aiming to mimic sedentary behavior.",../_papers/plos_clinical_trials.rds
journal.pctr.0020023,NA,"The following competing interest was declared by the author on submission, but due to an error the text was not included in the published version of the article: “Sean Emery receives research support from Abbott, Boehringer Ingelheim, Bristol-Myers Squibb, Chiron, GlaxoSmithKline, Merck Sharpe and Dohme, and Roche.”",../_papers/plos_clinical_trials.rds
journal.pcsy.0000019,"Without considering resource reuse or optimization measures, the network will consume s + c resources for every stored sample, so the network capacity can be roughly represented as nKs+c. Without considering resource reuse or optimization measures, the network will consume s + c resources for every stored sample, so the network capacity can be roughly represented as nKs+c.",NA,../_papers/plos_complex_systems.rds
journal.pcsy.0000067,The analysis is supported by experimental results of qualitative and quantitative analysis of the resulting explanations. The analysis is supported by experimental results of qualitative and quantitative analysis of the resulting explanations.,NA,../_papers/plos_complex_systems.rds
journal.pcsy.0000004,NA,"This focus is also supported by Kumanyika’s Equity-Oriented Obesity Prevention Framework that incorporates considerations related to social disadvantage and social determinants of health to assist in evaluating obesity prevention interventions [39].

This focus is also supported by Kumanyika’s Equity-Oriented Obesity Prevention Framework that incorporates considerations related to social disadvantage and social determinants of health to assist in evaluating obesity prevention interventions [39].

This focus is also supported by Kumanyika’s Equity-Oriented Obesity Prevention Framework that incorporates considerations related to social disadvantage and social determinants of health to assist in evaluating obesity prevention interventions [39].",../_papers/plos_complex_systems.rds
journal.pcsy.0000054,NA,"Looking at the conservation of marine biodiversity, [174] introduced a conceptual multi-layered network approach to understanding how ecosystem services supported by biodiversity drive service provision.

Looking at the conservation of marine biodiversity, [174] introduced a conceptual multi-layered network approach to understanding how ecosystem services supported by biodiversity drive service provision.",../_papers/plos_complex_systems.rds
journal.pcsy.0000004,NA,"In chronic disease prevention, researchers have identified several key aspects of coalition functioning that seem to be important for successful implementation, such as cooperative goal setting and planning; shared power, resources, and decision making; higher levels of funding; leadership strength; and strong internal and external relationships, to name a few [3,5–7].

The grey-shaded box, which includes “convene”, “build organizational readiness”, “build knowledge and engagement in childhood obesity prevention”, and “review research evidence and prioritize evidence-based practices”, also includes the four core intervention activities of convening stakeholders, group model building, technical assistance, and seed funding.

The SDCD theory-informed intervention is our hypothesized necessary upstream component of improving diffusion of Knowledge and Engagement, improving Organizational Readiness, and includes four core elements: (1) Convening a group of stakeholders; (2) group model building (GMB); (3) customized technical assistance to support the use of research evidence in decision-making; and (4) providing seeding funding to support evidence-based actions in communities [30,31].

The grey-shaded box, which includes “convene”, “build organizational readiness”, “build knowledge and engagement in childhood obesity prevention”, and “review research evidence and prioritize evidence-based practices”, also includes the four core intervention activities of convening stakeholders, group model building, technical assistance, and seed funding.

The SDCD theory-informed intervention is our hypothesized necessary upstream component of improving diffusion of Knowledge and Engagement, improving Organizational Readiness, and includes four core elements: (1) Convening a group of stakeholders; (2) group model building (GMB); (3) customized technical assistance to support the use of research evidence in decision-making; and (4) providing seeding funding to support evidence-based actions in communities [30,31].",../_papers/plos_complex_systems.rds
journal.pcsy.0000020,NA,"In this research, the set of the researchers Y is cleaned in a regular basis and managed to keep its soundness and integrity as a project of the Japanese government for the purpose of governmental research funding management.

In this research, the set of the researchers Y is cleaned in a regular basis and managed to keep its soundness and integrity as a project of the Japanese government for the purpose of governmental research funding management.",../_papers/plos_complex_systems.rds
journal.pcbi.0030212,"Our numerical analysis showed that generation of dot patterns of the activator in rugged dendrites could be attributed to a property of chemical dynamics, which is supported by Turing instability. Our numerical analysis showed that generation of dot patterns of the activator in rugged dendrites could be attributed to a property of chemical dynamics, which is supported by Turing instability.",NA,../_papers/plos_computational_biology.rds
journal.pcbi.1000125,NA,"This idea is supported by the observation that the regulatory networks that control the response to environmental changes are in general noisier than the conserved cell machinery [31],[33].",../_papers/plos_computational_biology.rds
journal.pcbi.1003420,NA,"In particular, the yeast gene network identified computationally by our method under SNP perturbations is well supported by the results from experimental perturbation studies related to DNA replication stress response.",../_papers/plos_computational_biology.rds
journal.pcbi.1003420,NA,"We provide an in-depth analysis of SNP perturbations of a subnetwork over genes involved in stress response in yeast, and show that this subnetwork obtained from SNP perturbations by our approach is well supported by the network inferred from experimental perturbations in knock-out studies in the literature.",../_papers/plos_computational_biology.rds
journal.pcbi.1003947,NA,An open-question when pursuing a purely graph-theoretic approach is the relationship between the observed network structure and the emergent dynamics supported by that structure; particularly if alterations in function relate to symptoms of the neurological disease (Figure 1).,../_papers/plos_computational_biology.rds
journal.pcbi.1003947,NA,"This evidence is supported by the fact that working memory - a frontal lobe function - is suspended during typical absence seizures.

For example, a large repertoire of functional networks can be supported by the same underlying structural network [79].",../_papers/plos_computational_biology.rds
journal.pcbi.1006832,NA,"The latter is supported by recent work showing that human chromosome mis-segregation is not random and can be biased by inherent properties of individual chromosomes [62], and also by our observation that normal samples whose matched tumours lost 5q or 16p have higher CA20 predictive of those deletions (S6 Fig).",../_papers/plos_computational_biology.rds
journal.pcbi.1011667,NA,"This assumption allows for simplified mathematical derivations and is supported by our previous work which found that including a parameter for the correlation between N and D caused over-fitting to single-neuron data [53].

This assumption allows for simplified mathematical derivations and is supported by our previous work which found that including a parameter for the correlation between N and D caused over-fitting to single-neuron data [53].",../_papers/plos_computational_biology.rds
journal.pcbi.1013068,NA,"While this strategy can deter defection, it imposes a cost on the punishers and risks retaliation, making it evolutionarily unstable unless supported by additional mechanisms such as reputation effects [27], voluntary participation [28], or network reciprocity [29–35].",../_papers/plos_computational_biology.rds
journal.pcbi.1004468,NA,"The human/animal associated and soil clusters are supported by many independent studies, whereas freshwater and geothermal clusters are largely driven by findings of a single study.

The human/animal associated and soil clusters are supported by many independent studies, whereas freshwater and geothermal clusters are largely driven by findings of a single study.

While large studies often constitute the bulk of ecosystem clusters, detailed inspection shows support from further, smaller studies. Each cluster receives further support from small and medium sized studies. e) Soil samples.

While large studies often constitute the bulk of ecosystem clusters, detailed inspection shows support from further, smaller studies. Each cluster receives further support from small and medium sized studies. e) Soil samples.",../_papers/plos_computational_biology.rds
journal.pcbi.1009132,NA,"A recent study claims RNF43 G659fs is a passenger mutation, which is not supported by our results or the Haan et al. results [30,35].",../_papers/plos_computational_biology.rds
journal.pcbi.1011279,NA,"Critically, this finding is supported by one study in which neuromodulation was used in a rodent stroke model to increase motor cortex excitability [132].

Critically, this finding is supported by one study in which neuromodulation was used in a rodent stroke model to increase motor cortex excitability [132].",../_papers/plos_computational_biology.rds
journal.pcbi.1012066,NA,These findings are supported by our results from an antibody-drug conjugate real-world data application study.,../_papers/plos_computational_biology.rds
journal.pcbi.0020169,NA,These data are further supported by three smaller studies of the same basic design [22–24].,../_papers/plos_computational_biology.rds
journal.pcbi.1001073,NA,That interpretation of the modeling results is supported by previous studies in our laboratory where we showed that tetrac interferes with crosstalk between the cell surface receptor for thyroid hormone and EGFR [24] and it can be assumed with confidence that nano-tetrac also interferes with this crosstalk.,../_papers/plos_computational_biology.rds
journal.pcbi.1002990,NA,"Pelletier and Kraut proposed a σ-bond tunneling pathway from Cytc to Trp191 following the residues Ala194, Ala193 and Gly192 of CcP (shown in red in Figure 2), which is supported by several other studies [34], [36], [41], [42].",../_papers/plos_computational_biology.rds
journal.pcbi.1003681,NA,That anti-HIV gene constructs containing a CCR5 entry inhibitor and a C46 fusion inhibitor can result in reduced levels of bystander activation and apoptosis in-vivo (as modelled by Assumption +A1 in the present analysis) is supported by a number of previous studies.,../_papers/plos_computational_biology.rds
journal.pcbi.1004805,NA,"This is supported by an ever-increasing number of experimental and computational studies [102–107] that point to different ensembles of receptor conformations behind the pleiotropic signaling of GPCRs.

This is supported by an ever-increasing number of experimental and computational studies [102–107] that point to different ensembles of receptor conformations behind the pleiotropic signaling of GPCRs.",../_papers/plos_computational_biology.rds
journal.pcbi.1005455,NA,"In the case studies of three important human complex diseases, 44, 44, and 45 of top-50 predicted miRNAs of Esophageal Neoplasms, Kidney Neoplasms and Colon Neoplasms have been experimentally supported by the previous experimental literatures, respectively.",../_papers/plos_computational_biology.rds
journal.pcbi.1006234,NA,The notion that cognitive control involves a heterogenous collection of brain systems is supported by several univariate studies demonstrating concurrent activation of functionally-specialized brain areas across different cognitive control tasks [13].,../_papers/plos_computational_biology.rds
journal.pcbi.1007590,NA,The presence of self-activation and self-inhibition mechanisms are supported by our recently published in vitro studies.,../_papers/plos_computational_biology.rds
journal.pcbi.1009904,NA,"This means that the superficial layers of the biofilm are the most photosynthetically active, as supported by several experimental studies on phototrophic biofilms [43–45].

This means that the superficial layers of the biofilm are the most photosynthetically active, as supported by several experimental studies on phototrophic biofilms [43–45].",../_papers/plos_computational_biology.rds
journal.pcbi.1013092,NA,This hypothesis has been supported by empirical studies and provides an elegant explanation for how the brain achieves saliency-based selection.,../_papers/plos_computational_biology.rds
journal.pcbi.1011279,NA,"The data from healthy controls used to fit the model were obtained from the public database of the Human Connectome Project (HCP), WU-Minn Consortium (Principal Investigators: David Van Essen and Kamil Ugurbil; 1U54MH091657) funded by the 16 NIH Institutes and Centers that support the NIH Blueprint for Neuroscience Research; and by the McDonnell Center for Systems Neuroscience at Washington University.

The data from healthy controls used to fit the model were obtained from the public database of the Human Connectome Project (HCP), WU-Minn Consortium (Principal Investigators: David Van Essen and Kamil Ugurbil; 1U54MH091657) funded by the 16 NIH Institutes and Centers that support the NIH Blueprint for Neuroscience Research; and by the McDonnell Center for Systems Neuroscience at Washington University.

The data from healthy controls used to fit the model were obtained from the public database of the Human Connectome Project (HCP), WU-Minn Consortium (Principal Investigators: David Van Essen and Kamil Ugurbil; 1U54MH091657) funded by the 16 NIH Institutes and Centers that support the NIH Blueprint for Neuroscience Research; and by the McDonnell Center for Systems Neuroscience at Washington University.",../_papers/plos_computational_biology.rds
journal.pcbi.0030227,NA,"The current challenges facing computational biology research in Cuba are: (1) getting results of direct interest and impact to motivate funding, (2) fostering young leading scientists to sustain present and future research, and (3) using limited infrastructure in the most efficient and productive way.",../_papers/plos_computational_biology.rds
journal.pcbi.1011136,NA,"This powerful infrastructure for open data metrics will enable monitoring of impact, inform future funding, improve the dissemination of research, and help elucidate and credit data sharing and reuse.",../_papers/plos_computational_biology.rds
journal.pcbi.1009056,NA,"Grant funding for this event enabled this, as we did not need to raise funds to cover our computing or personnel expenses.

Grant funding for this event enabled this, as we did not need to raise funds to cover our computing or personnel expenses.",../_papers/plos_computational_biology.rds
journal.pdig.0000013,This can be encouraged and supported by government by keeping legal and regulatory barriers to entry low. This can be encouraged and supported by government by keeping legal and regulatory barriers to entry low.,NA,../_papers/plos_digital_health.rds
journal.pdig.0000164,"Funding for digital health startups has been growing year-over-year, with US startups raising almost $30B USD and European startups raising $8.1B USD in 2021 [25,26].",NA,../_papers/plos_digital_health.rds
journal.pdig.0000166,All analysis was completed using the developed source-code files starting from raw CDC birth files on computational resources housed at the Texas Advanced Computing Center (TACC).,NA,../_papers/plos_digital_health.rds
journal.pdig.0000318,Supportive Self-Management: Some respondents felt insufficient support was provided by clinical teams. Financial support and motivation Supportive Self-Management: Some respondents felt insufficient support was provided by clinical teams.,NA,../_papers/plos_digital_health.rds
journal.pdig.0000418,"We reviewed 57 studies to see how the framework was applied, what types of technologies it supported, and what lessons were learned from its use.",NA,../_papers/plos_digital_health.rds
journal.pdig.0000752,Supported by healthcare provider Supported by healthcare provider,NA,../_papers/plos_digital_health.rds
journal.pdig.0000064,NA,"Understanding the perspectives of patients and healthcare workers is important, but consideration must also be given to the broader health system, government organisations, the commercial sector, international funders, and policy makers.

Understanding the perspectives of patients and healthcare workers is important, but consideration must also be given to the broader health system, government organisations, the commercial sector, international funders, and policy makers.",../_papers/plos_digital_health.rds
journal.pdig.0000597,NA,"“Implementation of [virtual care] needs to be conceptualized from the perspectives of all relevant partners, including clients, therapists, the operational frameworks of organizations, the larger health systems, funders, and policy makers.”

“Implementation of [virtual care] needs to be conceptualized from the perspectives of all relevant partners, including clients, therapists, the operational frameworks of organizations, the larger health systems, funders, and policy makers.”

“Implementation of [virtual care] needs to be conceptualized from the perspectives of all relevant partners, including clients, therapists, the operational frameworks of organizations, the larger health systems, funders, and policy makers.”

At a systems and social determinants of health level, several studies noted that both federal and provincial governments need to consider policy choices that allocate resources, funding, and subsidies that can narrow the digital divide [38,39,42,43,54,57,59,60].

At a systems and social determinants of health level, several studies noted that both federal and provincial governments need to consider policy choices that allocate resources, funding, and subsidies that can narrow the digital divide [38,39,42,43,54,57,59,60].

At a systems and social determinants of health level, several studies noted that both federal and provincial governments need to consider policy choices that allocate resources, funding, and subsidies that can narrow the digital divide [38,39,42,43,54,57,59,60].",../_papers/plos_digital_health.rds
journal.pdig.0000474,NA,"Among others, these issues include a lack of diversity in available data, an emphasis on targets which are easy to measure but may not be clinically important, and limited funding for work focused on deployment.",../_papers/plos_digital_health.rds
journal.pdig.0000474,NA,"It is critical to ensure that these capacity building efforts are not merely limited to the provision of funding, but also include work to foster a data sharing culture, address local privacy concerns [69,70], and promote multidisciplinary collaboration [71].

Recognize the critical importance of dataset creation work in funding, hiring, and promotion contexts.

It is critical to ensure that these capacity building efforts are not merely limited to the provision of funding, but also include work to foster a data sharing culture, address local privacy concerns [69,70], and promote multidisciplinary collaboration [71].

Recognize the critical importance of dataset creation work in funding, hiring, and promotion contexts.

Developing datasets requires significant effort, particularly in complex domains such as healthcare [54], and requires collaborations [55], resources, and funding which are often limited to only the largest of institutions [56].

Developing datasets requires significant effort, particularly in complex domains such as healthcare [54], and requires collaborations [55], resources, and funding which are often limited to only the largest of institutions [56].

Further, projects which are funded for technical novelty often lack access to the necessary follow-on funding to be maintained through the full life cycle and achieve impact. This issue is not merely in the realm of academic recognition, as both governmental grants and industry funding tend to follow a similar pattern.

Further, projects which are funded for technical novelty often lack access to the necessary follow-on funding to be maintained through the full life cycle and achieve impact. This issue is not merely in the realm of academic recognition, as both governmental grants and industry funding tend to follow a similar pattern.

Allocate grant funding to ambitious projects with longer timelines, aiming at real-world clinical benchmarks and equitable outcomes.

Allocate grant funding to ambitious projects with longer timelines, aiming at real-world clinical benchmarks and equitable outcomes.",../_papers/plos_digital_health.rds
journal.pdig.0000904,NA,"These include inadequate policy frameworks, limited funding for digital health innovation, ethical and privacy concerns, and low levels of community trust in AI technologies [109].",../_papers/plos_digital_health.rds
journal.pdig.0000076,NA,"Last, the PCS framework (5) supports the interpretation of the results by identifying limitations in all the PCS steps, ensuring clinical decision instruments are developed to be supported by both data and domain expertise.",../_papers/plos_digital_health.rds
